Subject	Predicate	Object
trxA	is homologous to	trxA(Salmonella)
rplM	is homologous to	rplM(Salmonella)
nusG	is homologous to	nusG(Salmonella)
eutH	is homologous to	eutH(Salmonella)
eutG	is homologous to	eutG(Salmonella)
ftp	is homologous to	ftp(Salmonella)
hisS	is homologous to	hisS(Salmonella)
mglC	is homologous to	mglC(Salmonella)
livF	is homologous to	livF(Salmonella)
ilvY	is homologous to	ilvY(Salmonella)
rdgC	is homologous to	rdgC(Salmonella)
pyrH	is homologous to	pyrH(Salmonella)
tmk	is homologous to	tmk(Salmonella)
kdsA	is homologous to	kdsA(Salmonella)
yciB	is homologous to	yciB(Salmonella)
purC	is homologous to	purC(Salmonella)
purA	is homologous to	purA(Salmonella)
proB	is homologous to	proB(Salmonella)
ppa	is homologous to	ppa(Salmonella)
pfkA	is homologous to	pfkA(Salmonella)
panD	is homologous to	panD(Salmonella)
orn	is homologous to	orn(Salmonella)
rsxE	is homologous to	rsxE(Salmonella)
murA	is homologous to	murA(Salmonella)
msrB	is homologous to	msrB(Salmonella)
moaE	is homologous to	moaE(Salmonella)
moaA	is homologous to	moaA(Salmonella)
minE	is homologous to	minE(Salmonella)
mgsA	is homologous to	mgsA(Salmonella)
uhpT	is homologous to	uhpT(Salmonella)
uhpC	is homologous to	uhpC(Salmonella)
prlC	is homologous to	prlC(Salmonella)
dcp	is homologous to	dcp(Salmonella)
purH	is homologous to	purH(Salmonella)
parC	is homologous to	parC(Salmonella)
malF	is homologous to	malF(Salmonella)
lamB	is homologous to	lamB(Salmonella)
dnaN	is homologous to	dnaN(Salmonella)
fliM	is homologous to	fliM(Salmonella)
fliL	is homologous to	fliL(Salmonella)
cysM	is homologous to	cysM(Salmonella)
cysE	is homologous to	cysE(Salmonella)
lysS	is homologous to	lysS(Salmonella)
recF	is homologous to	recF(Salmonella)
nadR	is homologous to	nadR(Salmonella)
nhoA	is homologous to	nhoA(Salmonella)
proQ	is homologous to	proQ(Salmonella)
yjgA	is homologous to	yjgA(Salmonella)
pdxB	is homologous to	pdxB(Salmonella)
rplC	is homologous to	rplC(Salmonella)
rplB	is homologous to	rplB(Salmonella)
lolD	is homologous to	lolD(Salmonella)
rplV	is homologous to	rplV(Salmonella)
purN	is homologous to	purN(Salmonella)
wcaJ	is homologous to	wcaJ(Salmonella)
arnC	is homologous to	arnC(Salmonella)
dinB	is homologous to	dinB(Salmonella)
deoB	is homologous to	deoB(Salmonella)
dcd	is homologous to	dcd(Salmonella)
crcB	is homologous to	crcB(Salmonella)
clsA	is homologous to	clsA(Salmonella)
sdhC	is homologous to	sdhC(Salmonella)
aroK	is homologous to	aroK(Salmonella)
argB	is homologous to	argB(Salmonella)
ihfB	is homologous to	ihfB(Salmonella)
speA	is homologous to	speA(Salmonella)
greA	is homologous to	greA(Salmonella)
rsmG	is homologous to	rsmG(Salmonella)
gcvT	is homologous to	gcvT(Salmonella)
folE	is homologous to	folE(Salmonella)
nrdB	is homologous to	nrdB(Salmonella)
fixB	is homologous to	fixB(Salmonella)
eno	is homologous to	eno(Salmonella)
yihA	is homologous to	yihA(Salmonella)
efp	is homologous to	efp(Salmonella)
wzxE	is homologous to	wzxE(Salmonella)
rhtC	is homologous to	rhtC(Salmonella)
pldB	is homologous to	pldB(Salmonella)
tatD	is homologous to	tatD(Salmonella)
yigZ	is homologous to	yigZ(Salmonella)
hemG	is homologous to	hemG(Salmonella)
nrdD	is homologous to	nrdD(Salmonella)
nrdG	is homologous to	nrdG(Salmonella)
thiI	is homologous to	thiI(Salmonella)
serC	is homologous to	serC(Salmonella)
thiD	is homologous to	thiD(Salmonella)
amiB	is homologous to	amiB(Salmonella)
pepT	is homologous to	pepT(Salmonella)
cysQ	is homologous to	cysQ(Salmonella)
gltI	is homologous to	gltI(Salmonella)
infB	is homologous to	infB(Salmonella)
tonB	is homologous to	tonB(Salmonella)
nirC	is homologous to	nirC(Salmonella)
cysG	is homologous to	cysG(Salmonella)
thiF	is homologous to	thiF(Salmonella)
nudC	is homologous to	nudC(Salmonella)
yihT	is homologous to	yihT(Salmonella)
yihP	is homologous to	yihP(Salmonella)
yihO	is homologous to	yihO(Salmonella)
aroC	is homologous to	aroC(Salmonella)
pdxA	is homologous to	pdxA(Salmonella)
asnS	is homologous to	asnS(Salmonella)
folD	is homologous to	folD(Salmonella)
ispG	is homologous to	ispG(Salmonella)
aspC	is homologous to	aspC(Salmonella)
yceF	is homologous to	yceF(Salmonella)
gshB	is homologous to	gshB(Salmonella)
suhB	is homologous to	suhB(Salmonella)
dtd	is homologous to	dtd(Salmonella)
solA	is homologous to	solA(Salmonella)
argP	is homologous to	argP(Salmonella)
nfi	is homologous to	nfi(Salmonella)
atpE	is homologous to	atpE(Salmonella)
cyaY	is homologous to	cyaY(Salmonella)
fliR	is homologous to	fliR(Salmonella)
